Index,Product_code,URL
340,44919,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=44919
341,44918,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=44918
342,46864,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=46864
343,38176,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=38176
344,42834,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=42834
345,39480,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39480
346,39482,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39482
347,47013,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47013
348,47011,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47011
349,47010,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=47010
350,39157,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39157
351,39156,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39156
352,39155,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39155
353,39397,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39397
354,39398,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=39398
355,50503,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=50503
356,51905,http://wine21.com/13_WineSearch/winesearch01_view.php?SelUno=51905
